Entry ID,Pilot First Name,Pilot Last Name,Nickname for Badge,Email Address,Membership Number,Primary Phone,Cell Phone,City,State,Co-Pilot First Name,Co-Pilot Last Name,Co-Pilot Nickname,Co-Pilot Email,Co-Pilot Cell Phone,Coach Manufacturer,Coach Model,Participant Capacity,Volunteer,First Timer,Share Email With Attendees,Special Events,Additional Attendees
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
